name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-9854,NO,1,0,0,0,0,0,0
GENE-9855,NO,1,0,0,0,0,0,0
GENE-9856,NO,1,0,0,0,0,0,0
GENE-9857,NO,1,0,0,0,0,0,0
GENE-9858,NO,1,0,0,0,0,0,0
GENE-9859,NO,1,0,0,0,0,0,0
GENE-9860,NO,1,1,0,0,0,0,1
GENE-9861,NO,1,108,82,85,100,103,111
GENE-9862,NO,1,712,608,727,642,605,588
GENE-9863,NO,1,0,0,0,0,0,0
GENE-9864,NO,1,0,0,0,0,0,0
GENE-9865,NO,1,43,36,53,37,64,53
GENE-9866,NO,1,0,0,0,0,0,0
GENE-9867,NO,1,0,0,0,0,0,0
GENE-9868,NO,1,0,0,0,0,0,0
GENE-9869,NO,1,210,243,222,221,268,222
GENE-9870,NO,1,0,0,0,0,0,0
GENE-9871,NO,1,10,3,7,7,11,2
GENE-9872,NO,1,434,368,477,589,268,376
GENE-9873,NO,1,0,0,0,0,0,0
GENE-9874,NO,1,0,0,0,0,0,0
GENE-9875,NO,1,0,0,0,0,0,0
GENE-9876,NO,1,0,0,0,0,0,0
GENE-9877,NO,1,1,5,7,6,0,0
GENE-9878,NO,1,19,18,19,20,21,22
GENE-9879,NO,1,3264,3237,3198,3191,2929,3094
GENE-9880,YES,1,3,2,3,4,2,5
GENE-9881,NO,1,0,0,0,0,0,0
GENE-9882,NO,1,222,418,332,198,299,185
GENE-9883,NO,1,0,0,0,0,0,0
GENE-9884,NO,1,0,0,0,0,0,0
GENE-9885,NO,1,434,448,510,418,314,513
GENE-9886,NO,1,0,0,0,0,0,0
GENE-9887,NO,1,0,0,0,0,0,0
GENE-9888,NO,1,0,0,0,0,0,0
GENE-9889,NO,1,0,0,0,0,0,0
GENE-9890,NO,1,0,0,0,0,0,0
GENE-9891,NO,1,0,0,0,0,0,0
GENE-9892,YES,1,0,0,0,0,0,0
GENE-9893,NO,1,0,0,0,0,0,0
GENE-9894,NO,1,0,0,0,0,0,0
GENE-9895,NO,1,0,0,0,0,0,0
GENE-9896,NO,1,0,0,0,0,0,0
GENE-9897,NO,1,0,0,0,0,0,0
GENE-9898,NO,1,0,0,0,0,0,0
GENE-9899,NO,1,0,0,0,0,0,0
GENE-9900,NO,1,694,777,636,650,618,814
GENE-9901,NO,1,0,0,0,0,0,0
GENE-9902,NO,1,0,0,0,0,0,0
GENE-9903,NO,1,0,0,0,0,0,0
GENE-9904,NO,1,0,0,0,0,0,0
GENE-9905,NO,1,0,0,0,0,0,0
GENE-9906,NO,1,102,86,99,110,99,80
GENE-9907,NO,1,0,0,0,0,0,0
GENE-9908,NO,1,0,0,0,0,0,0
GENE-9909,NO,1,0,0,0,0,0,0
GENE-9910,NO,1,0,0,0,0,0,0
GENE-9911,NO,1,0,0,0,0,0,0
GENE-9912,NO,1,303,204,228,172,210,254
GENE-9913,NO,1,0,0,0,0,0,0
GENE-9914,NO,1,0,0,0,0,0,0
GENE-9915,NO,1,0,0,1,1,1,0
GENE-9917,NO,1,8,9,6,9,13,2
GENE-9918,NO,1,25,21,22,31,25,36
GENE-9919,NO,1,0,0,0,0,0,0
GENE-9920,NO,1,0,0,0,0,0,0
GENE-9921,NO,1,157,117,217,115,159,205
GENE-9922,NO,1,0,0,0,0,0,0
GENE-9923,NO,1,1119,1249,1221,1285,1478,1130
GENE-9924,NO,1,0,0,0,0,0,0
GENE-9925,NO,1,0,1,0,1,1,0
GENE-9926,NO,1,0,0,0,0,0,0
GENE-9927,NO,1,0,0,0,0,0,0
GENE-9928,NO,1,0,0,0,0,0,0
GENE-9929,NO,1,689,672,560,693,557,701
GENE-9930,NO,1,50,97,49,107,64,99
GENE-9931,NO,1,2,1,0,0,0,2
GENE-9932,NO,1,0,0,0,0,0,0
GENE-9933,NO,1,292,483,415,308,214,234
GENE-9934,NO,1,1,0,0,0,0,1
GENE-9935,NO,1,73,53,65,64,66,73
GENE-9936,NO,1,0,0,0,0,0,0
GENE-9937,YES,1,0,0,0,0,0,0
GENE-9938,NO,1,0,0,0,0,0,0
GENE-9939,NO,1,568,453,459,422,539,642
GENE-9940,NO,1,618,339,490,540,384,366
GENE-9941,NO,1,0,0,0,0,0,0
GENE-9942,NO,1,0,0,0,0,0,0
GENE-9943,NO,1,0,0,0,0,0,0
GENE-9944,NO,1,0,0,0,0,0,0
GENE-9945,NO,1,78,63,90,57,68,81
GENE-9947,YES,1,0,0,0,0,0,0
GENE-9948,NO,1,121,56,71,61,46,51
GENE-9949,NO,1,0,0,0,0,0,0
GENE-9950,NO,1,0,0,0,0,0,0
GENE-9951,NO,1,0,0,0,0,0,0
GENE-9952,NO,1,111,93,102,93,124,122
GENE-9953,NO,1,0,0,0,0,0,0
GENE-9954,NO,1,0,0,0,0,0,0
GENE-9955,NO,1,0,0,0,0,0,0
GENE-9956,NO,1,479,541,447,404,467,552
GENE-9957,YES,1,0,0,0,0,0,0
GENE-9958,NO,1,5,2,0,4,2,0
GENE-9959,NO,1,5,6,5,5,7,8
GENE-9960,NO,1,1,0,2,0,0,2
GENE-9961,NO,1,31,28,48,50,41,29
GENE-9963,NO,1,63,43,59,52,56,60
GENE-9964,NO,1,0,0,0,0,0,0
GENE-9965,NO,1,0,0,0,0,0,0
GENE-9966,NO,1,0,0,0,0,0,0
GENE-9967,NO,1,0,0,0,0,0,0
GENE-9968,NO,1,196,187,198,189,211,210
GENE-9969,NO,1,0,0,0,0,0,0
GENE-9970,NO,1,11,11,12,17,16,22
GENE-9971,NO,1,0,0,0,0,0,0
GENE-9972,NO,1,0,0,0,0,0,0
GENE-9973,NO,1,0,0,0,0,0,0
GENE-9974,NO,1,13,6,7,6,5,7
GENE-9975,NO,1,0,0,0,0,0,0
GENE-9976,YES,1,0,0,0,0,0,0
GENE-9977,NO,1,0,0,0,0,0,0
GENE-9978,NO,1,115,75,103,120,79,76
GENE-9979,NO,1,0,0,0,0,0,0
GENE-9980,NO,1,0,0,0,0,0,0
GENE-9981,NO,1,0,0,0,0,0,0
GENE-9982,NO,1,0,0,0,0,0,0
GENE-9983,NO,1,77,117,78,93,62,78
GENE-9984,NO,1,0,0,0,0,0,0
GENE-9985,NO,1,103,40,166,90,46,172
GENE-9986,NO,1,0,0,0,0,0,0
GENE-9987,NO,1,3,1,1,0,0,2
GENE-9988,NO,1,0,0,0,0,0,0
GENE-9989,NO,1,1,0,1,1,0,2
GENE-9990,NO,1,369,366,395,432,356,334
GENE-9991,NO,1,28,39,37,32,25,27
GENE-9992,NO,1,0,0,0,0,0,0
GENE-9993,YES,1,0,0,0,0,0,0
GENE-9994,NO,1,558,613,477,485,382,800
GENE-9995,NO,1,0,0,0,0,0,0
GENE-9996,NO,1,0,0,0,0,0,0
GENE-9997,NO,1,0,0,0,0,0,0
GENE-9998,NO,1,0,0,0,0,0,0
GENE-9999,NO,1,8,10,6,6,13,11
GENE-10000,NO,1,0,0,0,0,0,0
GENE-10001,NO,1,0,0,0,0,0,0
GENE-10002,NO,1,2035,1260,1204,1568,1647,1617
GENE-10003,NO,1,0,0,0,0,0,0
GENE-10004,NO,1,127,134,93,106,122,69
GENE-10005,NO,1,15,37,18,15,27,32
GENE-10006,NO,1,0,0,0,0,0,0
GENE-10007,NO,1,0,14,37,31,18,15
GENE-10008,NO,1,0,0,1,0,0,0
GENE-10009,NO,1,0,0,1,1,0,0
GENE-10010,NO,1,0,0,0,0,0,0
GENE-10011,NO,1,102,136,50,40,83,51
GENE-10012,NO,1,0,0,0,0,0,0
GENE-10013,NO,1,0,0,0,0,0,0
GENE-10014,NO,1,30,29,24,35,29,44
GENE-10015,NO,1,0,0,0,0,0,0
GENE-10016,NO,1,0,0,0,0,0,0
GENE-10017,NO,1,224,159,138,137,185,135
GENE-10018,NO,1,0,0,0,0,0,0
GENE-10019,NO,1,1,2,0,0,0,3
GENE-10020,NO,1,13,9,13,13,16,11
GENE-10021,NO,1,24,18,19,12,13,7
GENE-10022,NO,1,0,0,0,0,0,0
GENE-10023,NO,1,3448,2117,3661,3920,2429,2507
GENE-10024,NO,1,0,0,0,0,0,0
GENE-10025,NO,1,0,0,0,0,0,0
GENE-10026,NO,1,0,0,0,0,0,0
GENE-10027,NO,1,0,0,0,0,0,0
GENE-10028,NO,1,0,0,0,0,0,0
GENE-10029,NO,1,598,424,636,417,624,520
GENE-10030,NO,1,0,0,0,0,0,0
GENE-10031,NO,1,3,0,4,4,1,1
GENE-10032,NO,1,0,0,0,0,0,0
GENE-10033,NO,1,198,172,186,210,202,224
GENE-10034,NO,1,1,3,5,1,1,0
GENE-10035,NO,1,1,1,1,0,0,0
GENE-10036,NO,1,4,0,0,1,1,1
GENE-10037,NO,1,0,0,0,0,0,0
GENE-10038,NO,1,0,0,0,0,0,0
GENE-10039,NO,1,0,0,0,0,0,0
GENE-10040,NO,1,0,0,0,0,0,0
GENE-10041,YES,1,3,0,0,0,0,0
GENE-10042,NO,1,0,0,0,0,0,0
GENE-10043,NO,1,0,0,0,0,0,0
GENE-10044,NO,1,0,0,0,0,0,0
GENE-10045,NO,1,0,1,0,0,0,2
GENE-10046,NO,1,1,1,0,0,0,0
GENE-10047,NO,1,0,0,0,0,0,0
GENE-10048,NO,1,0,0,0,0,0,0
GENE-10049,NO,1,0,0,0,0,0,0
GENE-10050,NO,1,0,0,0,0,0,0
GENE-10051,NO,1,0,0,0,0,0,0
GENE-10052,NO,1,0,0,0,0,0,0
GENE-10053,NO,1,0,0,0,0,0,0
GENE-10054,NO,1,0,0,0,0,0,0
GENE-10055,NO,1,0,0,0,0,0,0
GENE-10056,NO,1,0,0,0,0,0,0
GENE-10057,NO,1,0,0,0,0,0,0
GENE-10058,NO,1,0,0,0,0,0,0
GENE-10059,NO,1,0,0,0,0,0,0
GENE-10060,NO,1,0,0,0,0,0,0
GENE-10061,NO,1,2,0,1,0,1,0
GENE-10062,YES,1,0,0,0,0,0,0
GENE-10063,NO,1,600,741,632,664,598,674
GENE-10064,NO,1,0,0,0,0,0,0
GENE-10065,NO,1,10,10,12,13,12,15
GENE-10066,NO,1,0,0,0,0,0,0
GENE-10067,NO,1,0,0,0,0,0,0
GENE-10068,NO,1,2268,1779,1670,2568,903,588
GENE-10069,NO,1,0,0,0,0,0,0
GENE-10070,NO,1,0,0,0,0,0,0
GENE-10071,NO,1,0,0,0,0,0,0
GENE-10072,NO,1,0,0,0,0,0,0
GENE-10073,NO,1,22,14,14,6,19,12
GENE-10074,NO,1,0,0,0,0,0,0
GENE-10075,NO,1,35,31,34,39,41,33
GENE-10076,NO,1,83,120,134,165,124,102
GENE-10077,NO,1,472,317,399,426,452,367
GENE-10078,NO,1,0,0,1,0,0,1
GENE-10079,NO,1,175,188,171,190,141,214
GENE-10080,YES,1,0,0,0,0,0,0
GENE-10081,NO,1,0,0,0,0,0,0
GENE-10082,NO,1,0,0,0,0,0,0
GENE-10083,NO,1,247,199,252,211,225,331
GENE-10084,NO,1,20,22,29,19,27,27
GENE-10085,NO,1,0,0,0,0,0,0
GENE-10086,NO,1,0,0,0,0,0,0
GENE-10087,NO,1,0,0,0,0,0,0
GENE-10088,NO,1,0,0,0,0,0,0
GENE-10089,NO,1,0,0,0,0,0,0
GENE-10090,NO,1,0,0,0,0,0,0
GENE-10091,NO,1,0,0,0,0,0,0
GENE-10092,NO,1,0,0,0,0,0,0
GENE-10093,NO,1,0,0,0,0,0,0
GENE-10094,NO,1,0,0,0,0,0,0
GENE-10095,NO,1,0,0,0,0,1,0
GENE-10096,NO,1,5,1,4,7,3,2
GENE-10097,NO,1,93,74,105,98,100,89
GENE-10098,NO,1,0,0,0,0,0,0
GENE-10099,YES,1,0,0,0,0,0,0
GENE-10100,NO,1,2768,2151,2788,2310,3153,2096
GENE-10101,NO,1,343,297,243,262,317,359
GENE-10102,NO,1,98,65,78,53,100,88
GENE-10103,NO,1,0,0,0,0,0,0
GENE-10104,NO,1,132,142,105,178,60,100
GENE-10105,NO,1,0,0,0,0,0,0
GENE-10106,NO,1,0,0,0,0,0,0
GENE-10107,NO,1,0,0,0,0,0,0
GENE-10108,NO,1,93,62,56,70,25,29
GENE-10109,NO,1,0,0,0,0,0,0
GENE-10110,NO,1,0,0,0,0,0,0
GENE-10111,NO,1,0,0,0,0,0,0
GENE-10112,NO,1,5372,1403,3401,5233,2725,1974
GENE-10113,NO,1,0,0,0,0,0,0
GENE-10114,NO,1,667,409,581,526,614,403
GENE-10115,NO,1,0,0,0,0,0,0
GENE-10116,NO,1,125,156,387,296,236,219
GENE-10117,NO,1,0,0,0,0,0,0
GENE-10118,NO,1,0,0,0,0,0,0
GENE-10119,NO,1,5,16,10,9,4,1
GENE-10120,NO,1,11,9,5,9,8,13
GENE-10121,NO,1,0,0,0,0,0,0
GENE-10122,NO,1,825,603,342,615,432,364
GENE-10123,NO,1,0,0,0,0,0,0
GENE-10124,NO,1,0,0,0,0,0,0
GENE-10125,NO,1,0,0,0,0,0,0
GENE-10126,NO,1,2,0,0,0,1,1
GENE-10127,NO,1,3,5,6,5,3,1
GENE-10128,YES,1,0,0,0,0,0,0
GENE-10129,YES,1,0,0,0,0,0,0
GENE-10130,NO,1,0,0,0,0,0,0
GENE-10131,NO,1,0,0,0,0,0,0
GENE-10132,NO,1,161,253,189,204,163,180
GENE-10133,NO,1,250,183,210,259,251,316
GENE-10134,NO,1,26,25,13,30,21,34
GENE-10135,NO,1,0,0,0,0,0,0
GENE-10136,NO,1,0,0,0,0,0,0
GENE-10137,NO,1,0,0,0,0,0,0
GENE-10138,NO,1,247,369,344,318,370,291
GENE-10139,NO,1,1,1,0,0,0,2
GENE-10140,NO,1,45,37,45,45,50,61
GENE-10141,NO,1,0,0,0,0,0,0
GENE-10142,NO,1,0,0,0,0,0,0
GENE-10143,NO,1,350,306,347,339,405,375
GENE-10144,NO,1,0,0,0,0,0,0
GENE-10145,NO,1,5,3,10,5,5,0
GENE-10146,NO,1,0,0,0,0,1,0
GENE-10147,NO,1,392,1535,872,948,993,527
GENE-10148,NO,1,0,0,0,0,0,0
GENE-10149,NO,1,0,0,0,0,0,0
GENE-10150,NO,1,0,0,0,0,0,0
GENE-10151,NO,1,0,0,0,0,0,0
GENE-10152,NO,1,385,441,444,609,493,548
GENE-10153,NO,1,2,3,4,2,3,1
GENE-10154,NO,1,0,0,0,0,0,0
GENE-10155,NO,1,0,0,0,0,0,0
GENE-10156,NO,1,1,2,0,0,1,1
GENE-10157,NO,1,1,1,0,1,1,1
GENE-10158,NO,1,1,1,2,0,1,1
GENE-10159,NO,1,6,4,1,1,6,6
GENE-10160,NO,1,0,0,0,0,0,0
GENE-10161,NO,1,0,0,0,0,0,0
GENE-10162,NO,1,0,0,0,0,0,0
GENE-10163,NO,1,0,0,1,0,3,0
GENE-10164,NO,1,1,3,6,5,2,15
GENE-10165,NO,1,1,3,1,1,3,0
GENE-10166,NO,1,0,0,0,0,0,0
GENE-10167,NO,1,0,0,0,0,0,0
GENE-10168,NO,1,9,1,1,4,2,1
GENE-10169,NO,1,0,0,0,0,0,0
GENE-10170,NO,1,0,0,0,0,0,0
GENE-10171,NO,1,163,170,180,138,157,208
GENE-10172,NO,1,0,0,0,0,0,0
GENE-10173,NO,1,0,0,0,0,0,0
GENE-10174,NO,1,0,0,0,0,0,0
GENE-10175,YES,1,0,0,0,0,0,0
GENE-10176,NO,1,24,6,26,23,7,11
GENE-10177,NO,1,1188,1366,833,1392,2740,920
GENE-10178,NO,1,1,3,0,0,3,1
GENE-10179,NO,1,161,127,144,125,144,131
GENE-10180,NO,1,0,0,0,0,0,0
GENE-10181,NO,1,0,0,0,0,0,0
GENE-10182,NO,1,0,0,0,0,0,0
GENE-10183,NO,1,397,334,368,628,340,368
GENE-10184,NO,1,0,0,0,0,0,0
GENE-10185,NO,1,0,0,0,0,0,0
GENE-10186,NO,1,31,9,24,34,67,55
GENE-10187,NO,1,0,0,0,0,0,0
GENE-10188,NO,1,10,16,16,10,19,3
GENE-10189,NO,1,144,132,157,133,144,142
GENE-10190,NO,1,1014,1049,1075,994,931,1178
GENE-10191,NO,1,0,0,0,0,0,0
GENE-10192,NO,1,0,0,0,0,0,0
GENE-10193,NO,1,0,0,0,0,0,0
GENE-10194,NO,1,0,0,0,0,0,0
GENE-10195,NO,1,0,0,0,0,0,0
GENE-10196,NO,1,0,0,0,0,0,0
GENE-10197,NO,1,0,0,0,0,0,0
GENE-10198,NO,1,0,0,0,0,0,0
GENE-10199,NO,1,0,0,0,0,0,0
GENE-10200,NO,1,29,30,48,35,41,37
GENE-10201,NO,1,0,0,0,0,0,0
GENE-10202,NO,1,61,37,57,31,51,59
GENE-10203,NO,1,526,551,570,482,593,478
GENE-10204,NO,1,0,0,0,0,0,0
GENE-10205,NO,1,538,514,499,602,726,640
GENE-10206,NO,1,0,0,0,0,0,0
GENE-10207,NO,1,0,0,0,0,0,0
GENE-10208,NO,1,113,192,54,168,244,373
GENE-10209,NO,1,0,0,0,0,0,0
GENE-10210,NO,1,0,0,0,0,0,0
GENE-10211,NO,1,78,65,98,103,100,118
GENE-10212,NO,1,0,0,0,0,0,0
GENE-10213,NO,1,0,0,0,0,0,0
GENE-10214,NO,1,0,0,0,0,0,0
GENE-10215,YES,1,0,0,0,0,0,0
GENE-10216,NO,1,0,0,0,0,0,0
GENE-10217,NO,1,0,0,0,0,0,0
GENE-10218,NO,1,0,0,0,0,0,0
GENE-10219,NO,1,12,13,16,16,11,16
GENE-10220,NO,1,0,0,0,0,0,0
GENE-10221,NO,1,0,0,0,0,0,0
GENE-10222,YES,1,0,0,0,0,0,0
GENE-10223,NO,1,7,10,7,9,4,13
GENE-10224,NO,1,0,0,0,0,0,0
GENE-10225,NO,1,10,16,13,15,22,11
GENE-10226,NO,1,0,0,0,0,0,0
GENE-10227,NO,1,46,37,39,35,31,26
GENE-10228,NO,1,0,0,0,0,0,0
GENE-10229,NO,1,101,118,104,112,78,100
GENE-10230,NO,1,0,0,0,0,0,0
GENE-10231,NO,1,5,6,6,5,5,5
GENE-10232,NO,1,73,60,73,50,46,73
GENE-10233,NO,1,0,0,0,0,0,0
GENE-10234,NO,1,361,430,441,442,370,324
GENE-10235,NO,1,110,122,131,119,132,115
GENE-10236,NO,1,0,0,0,0,0,0
GENE-10237,NO,1,0,0,0,0,0,0
GENE-10238,NO,1,1,1,3,1,2,1
GENE-10239,NO,1,202,257,209,186,305,209
GENE-10240,NO,1,22,18,17,18,25,25
GENE-10241,NO,1,0,0,0,0,0,0
GENE-10242,NO,1,120,115,39,143,123,101
GENE-10243,NO,1,8,15,21,21,23,18
GENE-10244,NO,1,0,0,0,0,0,0
GENE-10245,NO,1,933,587,261,547,446,370
GENE-10246,NO,1,0,0,0,0,0,0
GENE-10247,NO,1,0,0,0,0,0,0
GENE-10248,NO,1,0,0,0,0,0,0
GENE-10249,NO,1,0,0,0,0,0,0
GENE-10250,NO,1,14,15,22,12,13,23
GENE-10251,NO,1,72,305,235,139,122,228
GENE-10252,YES,1,0,0,0,0,0,0
GENE-10253,NO,1,0,0,0,0,0,0
GENE-10254,NO,1,0,0,0,0,0,0
GENE-10255,NO,1,0,0,0,0,0,0
GENE-10256,YES,1,0,0,0,0,0,0
GENE-10257,NO,1,0,0,0,0,0,0
GENE-10258,NO,1,0,0,0,0,0,0
GENE-10259,NO,1,0,0,0,0,0,0
GENE-10260,NO,1,0,0,0,0,0,0
GENE-10261,NO,1,0,0,0,0,0,0
GENE-10262,NO,1,0,0,0,0,0,0
GENE-10264,NO,1,117,168,146,170,112,127
GENE-10265,NO,1,0,0,0,0,0,0
GENE-10266,NO,1,2,2,3,1,1,3
GENE-10267,NO,1,5,2,3,4,6,3
GENE-10268,NO,1,0,0,0,0,0,0
GENE-10269,NO,1,0,0,0,0,0,0
GENE-10271,NO,1,0,0,0,0,0,0
GENE-10272,NO,1,1,2,0,1,0,2
GENE-10273,NO,1,329,322,474,377,308,326
GENE-10274,NO,1,0,0,0,0,0,0
GENE-10275,NO,1,0,0,0,0,0,0
GENE-10276,NO,1,0,0,0,0,0,0
GENE-10277,NO,1,0,0,0,0,0,0
GENE-10278,NO,1,0,0,0,0,0,0
GENE-10279,NO,1,0,0,0,0,0,0
GENE-10280,NO,1,0,0,0,0,0,0
GENE-10281,NO,1,0,0,0,0,0,0
GENE-10282,NO,1,0,0,0,0,0,0
GENE-10283,NO,1,1,1,2,2,0,0
GENE-10284,NO,1,0,0,0,0,0,0
GENE-10285,NO,1,0,0,0,0,0,0
GENE-10286,NO,1,0,0,0,0,0,0
GENE-10287,NO,1,527,523,549,570,639,649
GENE-10288,NO,1,0,0,0,0,0,0
GENE-10289,NO,1,0,0,0,0,0,0
GENE-10290,NO,1,0,0,0,0,0,0
GENE-10291,NO,1,0,0,0,0,0,0
GENE-10292,YES,1,6,4,2,0,1,0
GENE-10293,NO,1,0,0,0,0,0,0
GENE-10294,NO,1,0,0,0,0,0,0
GENE-10295,NO,1,0,0,0,0,0,0
GENE-10296,NO,1,0,1,0,0,0,1
GENE-10297,NO,1,0,0,0,0,0,0
GENE-10298,NO,1,0,0,0,0,0,0
GENE-10299,NO,1,0,0,0,0,0,0
GENE-10300,NO,1,0,0,0,0,0,0
GENE-10301,NO,1,0,0,0,0,0,0
GENE-10302,NO,1,0,0,0,0,0,0
GENE-10303,NO,1,131,116,80,110,75,67
GENE-10304,NO,1,0,0,0,0,0,0
GENE-10305,NO,1,249,266,310,180,219,170
GENE-10306,NO,1,0,0,0,0,0,0
GENE-10307,NO,1,0,0,0,0,0,0
GENE-10308,NO,1,0,0,0,0,0,0
GENE-10309,NO,1,0,0,0,0,0,0
GENE-10310,NO,1,0,0,0,0,0,0
GENE-10311,NO,1,0,0,0,0,0,0
GENE-10312,NO,1,33,53,59,24,19,27
GENE-10313,YES,1,0,0,0,0,0,0
GENE-10314,NO,1,0,0,0,0,0,0
GENE-10315,NO,1,0,0,0,0,0,0
GENE-10316,NO,1,1232,944,1254,968,871,1219
GENE-10317,NO,1,51,46,62,53,44,42
GENE-10318,NO,1,14619,17010,16891,15696,16731,15369
GENE-10319,NO,1,0,0,0,0,0,0
GENE-10320,NO,1,42,48,58,41,41,56
GENE-10321,NO,1,3,5,8,5,6,3
GENE-10322,NO,1,495,614,768,694,493,457
GENE-10323,NO,1,0,0,0,0,0,0
GENE-10324,NO,1,7,8,6,9,9,11
GENE-10325,NO,1,0,0,0,0,0,0
GENE-10326,NO,1,45,52,57,46,56,50
GENE-10327,NO,1,0,0,0,0,0,0
GENE-10328,NO,1,7,5,2,4,2,6
GENE-10329,NO,1,0,0,0,0,0,0
GENE-10330,NO,1,0,0,0,0,0,0
GENE-10331,NO,1,0,0,0,0,0,0
GENE-10332,NO,1,0,0,0,0,0,0
GENE-10333,NO,1,0,0,0,0,0,0
GENE-10334,NO,1,7,2,6,2,3,2
GENE-10335,NO,1,0,0,0,0,0,0
GENE-10336,NO,1,0,0,0,0,0,0
GENE-10337,NO,1,0,0,0,0,2,1
GENE-10338,NO,1,371,465,321,222,337,505
GENE-10339,NO,1,0,0,0,0,0,0
GENE-10340,NO,1,0,0,0,0,0,0
GENE-10341,NO,1,0,0,0,0,0,0
GENE-10342,NO,1,4,1,4,2,1,2
GENE-10343,NO,1,0,0,0,0,0,0
GENE-10344,NO,1,1,0,0,0,0,0
GENE-10345,NO,1,0,1,0,0,0,0
GENE-10346,NO,1,0,0,0,0,0,0
GENE-10347,NO,1,36,20,37,34,19,30
GENE-10348,NO,1,0,0,0,0,0,0
GENE-10349,NO,1,0,0,0,0,0,0
GENE-10350,NO,1,0,0,0,0,0,0
GENE-10351,YES,1,0,0,0,0,0,0
GENE-10352,NO,1,0,0,0,0,0,0
GENE-10353,NO,1,0,0,0,0,0,0
GENE-10354,NO,1,905,1021,728,921,987,1099
GENE-10355,NO,1,0,0,0,0,0,0
GENE-10356,NO,1,0,0,0,0,0,0
GENE-10357,NO,1,0,0,0,0,0,0
GENE-10358,NO,1,0,0,0,0,0,0
GENE-10359,NO,1,0,0,0,0,0,0
GENE-10360,NO,1,559,1326,5364,3520,83,56
GENE-10361,NO,1,0,0,0,0,0,0
GENE-10362,NO,1,67,79,107,111,66,71
GENE-10363,NO,1,0,0,0,0,0,0
GENE-10364,NO,1,0,0,0,0,0,0
GENE-10365,NO,1,0,0,0,0,0,0
GENE-10366,NO,1,0,0,0,0,0,0
GENE-10367,NO,1,0,0,0,0,0,0
GENE-10368,NO,1,0,0,0,0,0,0
GENE-10369,NO,1,92,107,108,59,60,46
GENE-10370,NO,1,0,0,0,0,0,0
GENE-10371,NO,1,0,0,0,0,0,0
GENE-10372,NO,1,0,0,0,0,0,0
GENE-10373,NO,1,0,0,0,0,0,0
GENE-10374,YES,1,0,0,0,0,0,0
GENE-10375,NO,1,0,0,0,0,0,0
GENE-10376,NO,1,0,0,0,0,0,0
GENE-10377,NO,1,0,0,0,0,0,0
GENE-10378,NO,1,0,0,0,0,0,0
GENE-10379,NO,1,9,13,22,12,6,6
GENE-10380,NO,1,1587,4145,2471,5351,3518,4119
GENE-10381,NO,1,0,0,0,0,0,0
GENE-10382,NO,1,84,91,58,113,66,92
GENE-10383,NO,1,0,0,0,0,0,0
GENE-10384,NO,1,0,0,0,0,0,0
GENE-10385,NO,1,0,0,0,0,0,0
GENE-10386,YES,1,1,1,0,0,0,0
GENE-10387,NO,1,0,0,0,0,0,0
GENE-10388,NO,1,0,0,0,0,0,0
GENE-10389,NO,1,1,1,0,1,0,1
GENE-10390,NO,1,0,0,0,0,0,0
GENE-10391,NO,1,0,0,0,0,0,0
GENE-10392,NO,1,36,51,25,41,4,22
GENE-10393,NO,1,65,55,43,45,49,48
GENE-10394,NO,1,0,0,0,0,0,0
GENE-10395,NO,1,0,0,0,0,0,0
GENE-10396,NO,1,0,0,0,0,0,0
GENE-10397,NO,1,0,0,0,0,0,0
GENE-10398,NO,1,0,0,0,0,0,0
GENE-10399,NO,1,0,0,0,0,0,0
GENE-10400,NO,1,0,0,0,0,0,0
GENE-10401,NO,1,0,0,0,0,0,0
GENE-10402,NO,1,0,0,0,0,0,0
GENE-10403,NO,1,0,0,0,0,0,0
GENE-10404,NO,1,0,0,0,0,0,0
GENE-10405,NO,1,0,0,0,0,0,0
GENE-10406,NO,1,0,0,0,0,0,0
GENE-10407,NO,1,16,13,11,14,15,12
GENE-10408,NO,1,922,1167,917,1038,933,1116
GENE-10409,YES,1,0,0,0,0,0,0
GENE-10410,NO,1,0,0,0,0,0,0
GENE-10411,NO,1,0,0,0,0,0,0
GENE-10412,NO,1,0,0,0,0,0,0
GENE-10413,NO,1,136,138,115,146,119,121
GENE-10414,NO,1,0,0,0,0,0,0
GENE-10415,NO,1,12,14,28,12,15,13
GENE-10416,NO,1,0,0,0,0,0,0
GENE-10417,NO,1,11,15,17,27,25,32
GENE-10418,NO,1,0,0,0,0,0,0
GENE-10419,NO,1,1,1,3,1,5,5
GENE-10421,NO,1,0,0,0,0,0,0
GENE-10422,NO,1,0,0,0,0,0,0
GENE-10423,NO,1,0,0,0,0,0,0
GENE-10424,NO,1,0,0,0,0,0,0
GENE-10425,NO,1,0,0,0,0,0,0
GENE-10426,NO,1,14,14,20,18,10,29
GENE-10427,NO,1,0,0,0,0,0,0
GENE-10428,NO,1,0,0,0,0,0,0
GENE-10429,NO,1,0,0,1,0,1,0
GENE-10430,NO,1,0,0,0,0,0,0
GENE-10431,NO,1,0,1,2,0,0,0
GENE-10432,NO,1,5,1,19,9,12,6
GENE-10433,NO,1,0,0,0,0,0,0
GENE-10434,NO,1,0,0,0,0,0,0
GENE-10435,NO,1,0,0,0,0,0,0
GENE-10437,NO,1,113,102,53,91,167,54
GENE-10438,YES,1,0,0,0,0,0,0
GENE-10439,NO,1,1,0,0,0,0,1
